id,name,address,latitude,longitude
5010,JOHNY'S LUNCHEONETTE,124 WEST   25 STREET Manhattan 10001,40.74456,-73.992778
5011,NAM SON RESTAURANT,245 GRAND STREET Manhattan 10002,40.718305,-73.994305
5013,SECRET,525 WEST   29 STREET Manhattan 10001,40.751872,-74.002436
5031,WICHCRAFT,397 GREENWICH STREET Manhattan 10013,40.720755,-74.010001
5045,SUTRA,16 1 AVENUE Manhattan 10009,40.723456,-73.988318
5048,MAMAS EMPANADAS,9120 59 AVENUE Queens 11373,40.733985,-73.869734
5060,CONTINENTAL,25 3 AVENUE Manhattan 10003,40.729809,-73.989717
5063,WING SHOON SEAFOOD RESTAURANT,165 EAST BROADWAY Manhattan 10002,40.714078,-73.99
5009,ITALIANISSIMO RI,307 EAST 84 STREET Manhattan 10028,40.776442,-73.952442
5012,COZY CORNER,1161 2 AVENUE Manhattan 10065,40.764569,-73.96294
5014,JAKE'S SALOON,206 WEST   23 STREET Manhattan 10011,40.744185,-73.995837
5016,REGIONAL,2607 BROADWAY Manhattan 10025,40.796209,-73.97077
5017,JIMBO'S HAMBURGER PLACE,301 WEST 154 STREET Manhattan 10039,40.828501,-73.937781
5018,SOJOURN,242 EAST   79 STREET Manhattan 10075,40.773633,-73.955752
5026,BLUE RIBBON BAKERY & CAFE,14 BEDFORD STREET Manhattan 10014,40.729095,-74.003517
5020,CAFE MINGALA,1393B 2 AVENUE Manhattan 10021,40.76952,-73.958839
5021,NEW UNIVERSITY DELI,603 WEST 168 STREET Manhattan 10032,40.841152,-73.939943
5022,RIDGEWOOD EATS,903 SENECA AVENUE Queens 11385,40.700591,-73.903961
5023,MCDONALD'S,260 PAGE AVENUE Staten Island 10307,40.51751,-74.234301
5028,GUY & GALLARD 8,180 MADISON AVENUE Manhattan 10016,40.747625,-73.98307
5027,PUBLIC RESTAURANT/THE DAILY,210 ELIZABETH STREET Manhattan 10012,40.722396,-73.994265
5056,EL GUANACO RESTAURANT & PUPUSERIA,4195 BROADWAY Manhattan 10033,40.848048,-73.937843
5029,BRIGHT STAR CHINESE FOOD,745 EAST GUN HILL ROAD The Bronx 10467,40.876821,-73.864669
5030,FUSIA,677 LEXINGTON AVENUE Manhattan 10022,40.760397,-73.969513
5032,DOUGIE'S JAMAICAN CUISINE,9604 AVENUE L Brooklyn 11236,40.638353,-73.895814
5033,KIDVILLE NY,163 EAST   84 STREET Manhattan 10028,40.777913,-73.955932
5034,COUSIN'S DELI RESTAURANT,4102 3 AVENUE Brooklyn 11232,40.652286,-74.010062
5035,BASURERO,32-17 STEINWAY STREET Queens 11103,40.758534,-73.919354
5037,SUBWAY,214 WEST   50 STREET Manhattan 10019,40.761505,-73.984229
5038,HELLS KITCHEN CAFE/HK LOUNGE,523 9 AVENUE Manhattan 10018,40.756524,-73.994005
5039,DUNKIN' DONUTS,150 GREAVES LANE Staten Island 10308,40.554043,-74.144608
5040,"MRS. FIELDS, TCBY",139 FLATBUSH AVENUE Brooklyn 11217,40.684195,-73.977551
5041,GOTTLIEB'S RESTAURANT,352 ROEBLING STREET Brooklyn 11211,40.707886,-73.961101
5044,ESSEX WORLD CAFE,112 LIBERTY STREET Manhattan 10006,40.709793,-74.011898
5046,CAFFE ITALIA,1240 CLINTON VILLE STREET Queens 11357,40.790191,-73.81185
5047,PLAKA RESTAURANT,406 86 STREET Brooklyn 11209,40.622695,-74.028202
5049,CHOP'T,60 EAST 56 STREET Manhattan 10022,40.758794,-73.967213
5050,FLO,37-20 30 AVENUE Queens 11103,40.764484,-73.916243
5051,BULOVA,26-15 BROOKLYN QUEENS EXPRESSWAY Queens 11377,40.76269,-73.896551
5052,JAMBA JUICE,1580 BROADWAY Manhattan 10036,40.759626,-73.984996
5053,BUTCHER GOURMET DELI,4916 VERNON BOULEVARD Queens 11101,40.742964,-73.954024
5055,TACOS MEXICOS,32-08 38 STREET Queens 11103,40.759198,-73.919927
5058,EL VALLE RESTAURANT,1000 WESTCHESTER AVENUE The Bronx 10459,40.823803,-73.893593
5059,ITALIA PIZZA,307 KINGS HIGHWAY Brooklyn 11223,40.605074,-73.979126
5061,FLAVORS CAFE,175 WATER STREET Manhattan 10038,40.706564,-74.005438
5062,QUARTINO BOTTEGA ORGANICA,11 BLEECKER STREET Manhattan 10012,40.725417,-73.992925
5064,CAMAJE,85 MACDOUGAL STREET Manhattan 10012,40.729102,-74.001244
5065,COCO 66,68 GREENPOINT AVENUE Brooklyn 11222,40.729816,-73.958289
5066,TAJ II,48 WEST   21 STREET Manhattan 10010,40.73946,-73.982571
5068,LOREAL,575 5 AVENUE Manhattan 10017,40.75658,-73.978631
5069,UNION BANK OF SWITZERLAND,1285 6 AVENUE Manhattan 10019,40.760667,-73.979874
5072,UVA,1486 2 AVENUE Manhattan 10075,40.773274,-73.956094
5019,A & A BAKE SHOP,481 NOSTRAND AVENUE Brooklyn 11216,40.680877,-73.94967
5077,NO IDEA,30 EAST 20 STREET Manhattan 10003,40.731969,-73.988987
5112,CAFE 101,101 PARK AVENUE Manhattan 10013,40.714464,-73.999472
5113,KGB BAR,85 EAST    4 STREET Manhattan 10003,40.726226,-73.989537
5118,NOWHERE,322 EAST 14 STREET Manhattan 10003,40.731969,-73.988987
5131,WALDY'S WOOD FIRED PIZZA & PENNE,800 6 AVENUE Manhattan 10001,40.745556,-73.990872
5088,N & D PIZZA,2823 AVENUE U Brooklyn 11229,40.600303,-73.943038
5073,PANDA RESTAURANT,791 LYDIG AVENUE The Bronx 10462,40.854453,-73.86492
5075,SABURI JUN RESTAURANT,168 LEXINGTON AVENUE Manhattan 10016,40.74416,-73.981341
5076,LA PARADA RESTAURANT,855 4 AVENUE Brooklyn 11232,40.656868,-74.001656
5078,INES' BAKERY,948 4 AVENUE Brooklyn 11232,40.654836,-74.003983
5079,MCDONALD'S,5407 KINGS PLAZA Brooklyn 11234,40.61029,-73.921633
5080,MERCADO'S CUISINE,1759 LEXINGTON AVENUE Manhattan 10029,40.794367,-73.94472
5081,THE SPARROW TAVERN,24-01 29 STREET Queens 11102,40.772991,-73.916393
5083,LOBO,188 5 AVENUE Brooklyn 11217,40.677047,-73.980034
5084,AMY'S BREAD,250 BLEECKER STREET Manhattan 10014,40.730968,-74.002844
5085,VAN DAM DELI,52-50 VAN DAM STREET Queens 11101,40.735982,-73.93653
5086,MIKES OLYMPIC GRILL,1637 FOREST AVENUE Staten Island 10302,40.624873,-74.143241
5087,THE  GILROY,1561 2 AVENUE Manhattan 10028,40.776352,-73.952808
5111,PARAMOUNT BAR & GRILL,235 WEST   46 STREET Manhattan 10036,40.759522,-73.990194
5089,LAS DELICIAS,18-01 COLLEGE POINT BOULEVARD Queens 11356,40.783094,-73.845865
5090,BURGER KING,106 LIBERTY STREET Manhattan 10006,40.709759,-74.011817
5091,ONE 7 KARAOKE,29 WEST   17 STREET Manhattan 10011,40.738476,-73.993555
5093,CAFE METRO,569 LEXINGTON AVENUE Manhattan 10022,40.756871,-73.972079
5095,YU KING BAKERY,2335 86 STREET Brooklyn 11214,40.599993,-73.990621
5096,Indian Tanpura,564 AMSTERDAM AVENUE Manhattan 10024,40.788562,-73.974378
5097,CROWN FRIED CHICKEN,343 EAST  194 STREET The Bronx 10458,40.863902,-73.890933
5098,SUSHI TSUSHIMA,141 EAST 47 STREET Manhattan 10017,40.752313,-73.972589
5099,REDEMPTION GRILL,1003 2 AVENUE Manhattan 10022,40.758794,-73.967213
5101,THE KETTLE BLACK,8622 3 AVENUE Brooklyn 11209,40.623301,-74.031134
5102,HIBISCUS RESTAURANT,124-18     101 AVENUE Queens 11419,40.691181,-73.821671
5103,COLD STONE CREAMERY,8403 3 AVENUE Brooklyn 11209,40.624995,-74.030437
5104,EL BARRIO RESTAURANT,158 EAST 116 STREET Manhattan 10029,40.798515,-73.941358
5105,Jimbo's Hamburger,2050 JEROME AVENUE The Bronx 10453,40.85402,-73.907192
5106,JOE-THE ART OF COFFEE,9 EAST   13 STREET Manhattan 11218,40.649388,-73.967876
5107,MANHATTAN GOURMET DELI,1377 6 AVENUE Manhattan 10019,40.763549,-73.977762
5108,DUNKIN' DONUTS,680 ARTHUR KILL ROAD Staten Island 10308,40.560289,-74.163933
5109,BARZOLA'S RESTAURANT III,92-12 37 AVENUE Queens 11372,40.750734,-73.874895
5114,SUBWAY,169-91 137 AVENUE Queens 11434,40.672759,-73.770012
5115,SENECA FIESTA COFFEE BAR,603 SENECA AVENUE Queens 11385,40.704012,-73.909732
5117,CITY 75,75 ROCKEFELLER PLAZA Manhattan 10019,40.759444,-73.978184
5119,ABBOCCATO RISTORANTE,136 WEST   55 STREET Manhattan 10019,40.765455,-73.988867
5120,EXQUISITE EXPRESS RESTAURANT,2847 CHURCH AVENUE Brooklyn 11226,40.650765,-73.950411
5121,BILL'S BAR,6326 AVENUE N Brooklyn 11234,40.615992,-73.919271
5124,KING'S BUFFET,2637 86 STREET Brooklyn 11223,40.596038,-73.984064
5125,44 1/2 CAFE,626 10 AVENUE Manhattan 10036,40.761269,-73.994269
5126,NEW MEXICO PLACE,189 GRAHAM AVENUE Brooklyn 11206,40.708532,-73.9434
5127,DOMINO'S PIZZA,2554 ADAM CLAYTON POWELL JR BOULEVARD Manhattan 10039,40.823479,-73.937836
5128,THE MANSFIELD BAR,12 WEST 44 STREET Manhattan 10036,40.759522,-73.990194
5129,LA TERRAZA RESTAURANT,3881 BROADWAY Manhattan 10032,40.83779,-73.942294
5132,JIA XIANG KITCHEN,806 56 STREET Brooklyn 11220,40.640771,-74.016133
5134,HARRINGTON'S BAR & GRILL,370 7 AVENUE Manhattan 10001,40.748691,-73.992309
5154,SILVER SPURS,771 BROADWAY Manhattan 10003,40.731179,-73.991918
5155,SUBWAY,900 MAIN STREET Manhattan 10044,40.769756,-73.944555
5182,JAMBA JUICE,10 COLUMBUS CIRCLE Manhattan 10019,40.768178,-73.982338
5183,AWASH ETHIOPIAN RESTAURANT,338 EAST 6 STREET Manhattan 10003,40.726686,-73.986821
5184,MOMOFUKU KO,163 1 AVENUE Manhattan 10003,40.728856,-73.984392
5185,WINNERS BAR,82-67 BROADWAY Queens 11373,40.738576,-73.878172
5186,KITO DELI,41 WEST   33 STREET Manhattan 10001,40.748453,-73.986672
5140,COLOMBIAN RESTAURANT & BAKERY,4823 4 AVENUE Brooklyn 11220,40.647429,-74.011478
5135,LIMA'S TASTE,122 CHRISTOPHER STREET Manhattan 10014,40.733166,-74.005758
5136,PIZZA CENTRAL OF BROOKLYN,941 MCDONALD AVENUE Brooklyn 11218,40.631128,-73.977227
5137,MOLLIE RYAN'S PUBLICK HOUSE,2574 ARTHUR KILL ROAD Staten Island 10309,40.552306,-74.219023
5138,EL GRAN MAR DE PLATA,3175 FULTON STREET Brooklyn 11208,40.682165,-73.877429
5145,BARNES & NOBLE BOOKSELLERS,176-60 UNION TURNPIKE Queens 11366,40.72599,-73.79086
5141,PAPA JOHN'S,3477 BROADWAY Manhattan 10031,40.82442,-73.952049
5142,100 FUN,932934 60 STREET Brooklyn 11219,40.6326,-73.99708
5143,EAT-A-BAGEL--John Marchi Ferry,12 WHITE HALL FERRY TERMINAL Manhattan 10004,40.703596,-74.013125
5144,JIMBO'S HAMBURGER PLACE,690 MELROSE AVENUE The Bronx 10455,40.819583,-73.916182
5151,PIZZA & PASTA CITY,64-44 108 STREET Queens 11375,40.732031,-73.849141
5147,EL MOROCCO,3534-40 BROADWAY Manhattan 10031,40.819722,-73.955224
5148,SONG,295 5 AVENUE Brooklyn 11215,40.67352,-73.982677
5149,FAMOUS ORIGINAL RAY'S PIZZA,204 9 AVENUE Manhattan 10011,40.746228,-74.001513
5150,CARRERA BAKERY,178 IRVING AVENUE Brooklyn 11237,40.701814,-73.919316
5167,GO-GO'S DELI & CONVENIENCE,2218 HYLAN BOULEVARD Staten Island 10306,40.576387,-74.10373
5152,THE DUGOUT,880 RIVER AVENUE The Bronx 10452,40.828518,-73.925527
5153,FORTUNATA'S II,305 KNICKERBOCKER AVENUE Brooklyn 11237,40.70168,-73.923414
5156,CARVEL ICE CREAM,6924 5 AVENUE Brooklyn 11209,40.633247,-74.021102
5159,TIA POL,205 10 AVENUE Manhattan 10011,40.747156,-74.004565
5160,SUNRISE OF MILL BASIN,5905 STRICKLAND AVENUE Brooklyn 11234,40.607483,-73.916062
5162,BOSTON MARKET,885 10 AVENUE Manhattan 10019,40.76955,-73.988271
5164,TETTE CLUB,154 POST AVENUE Manhattan 10034,40.864887,-73.919154
5165,CAFE PLAZA DELI,11 BROADWAY Manhattan 10004,40.70515,-74.013896
5166,TAAM- TOV RESTAURANT,41 WEST   47 STREET Manhattan 10036,40.759522,-73.990194
5191,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,218-73 HEMPSTEAD AVENUE Queens 11429,40.713272,-73.735546
5168,KITTERY,338 UNION STREET Brooklyn 11231,40.681634,-73.993905
5170,BREADSOUL CAFE/ LINCOLN CAFE,1886 BROADWAY Manhattan 10023,40.770749,-73.98202
5171,LILI'S 57,200 WEST   57 STREET Manhattan 10019,40.765455,-73.988867
5172,VIVA MEXICO,3913 5 AVENUE Brooklyn 11232,40.651205,-74.003996
5173,CAFE RIVIERA,830 MANHATTAN AVENUE Brooklyn 11222,40.72862,-73.953533
5174,PINTAILE'S PIZZA,1573 YORK AVENUE Manhattan 10028,40.774315,-73.948307
5175,MEXICO LINDO Y ! Q RICO! DELI,497 CONEY ISLAND AVENUE Brooklyn 11218,40.645594,-73.970552
5176,DOS CAMINOS,675 HUDSON STREET Manhattan 10014,40.740292,-74.00524
5177,DUNKIN' DONUTS,127 EAST 23 STREET Manhattan 10010,40.739589,-73.984946
5179,WENDY'S,19 WEST  170 STREET The Bronx 10452,40.840645,-73.919002
5180,COSMIC DINER,888 8 AVENUE Manhattan 10019,40.765455,-73.988867
5181,ANTEK RESTAURANT,105 NORMAN AVENUE Brooklyn 11222,40.725679,-73.95099
5188,PLUCK U,230 THOMPSON STREET Manhattan 10012,40.729411,-73.998828
5189,KIRAKU SUSHI JAPANESE RESTAURANT,1948 WILLIAMSBRIDGE ROAD The Bronx 10461,40.853216,-73.853641
5190,CHML H K,4009 PRINCE STREET Queens 11354,40.758555,-73.831662
5192,NEW RED STAR,795 SOUTHERN BOULEVARD The Bronx 10455,40.816202,-73.896337
5193,FRAMES BOWLING LOUNGE,625 8 AVENUE Manhattan 10018,40.755638,-73.993999
1484,V & V BAKERY,6119 ROOSEVELT AVENUE Queens 11377,40.745685,-73.902455
5213,SUBWAY,2 WEST   35 STREET Manhattan 10001,40.750166,-73.996575
5243,DROM,85 AVENUE A Manhattan 10009,40.725217,-73.984135
5246,O'HANLON'S BAR,349 EAST 14 STREET Manhattan 10003,40.731969,-73.988987
5197,LA CALETA MANABITA RESTAURANT,1529 GATES AVENUE Brooklyn 11237,40.699012,-73.91271
5198,BIN 71,237 COLUMBUS AVENUE Manhattan 10023,40.776664,-73.979334
5199,FORTUNA,64-06      108 STREET Queens 11375,40.732608,-73.849436
5217,M & S FRONT LINE,540 WEST  145 STREET Manhattan 10031,40.82609,-73.949642
5201,NATIONAL BAKERY,944 INTELVALE AVENUE The Bronx 10459,40.824643,-73.892923
5202,MY PIZZA,755 TARGEE STREET Staten Island 10304,40.60906,-74.088035
5203,CAPITAL GRILLE,155 EAST 42 STREET Manhattan 10017,40.752313,-73.972589
5204,EMPHASIS,6820 4 AVENUE Brooklyn 11220,40.635176,-74.023295
5205,FRESH TACO,1701 PUTNAM AVE Queens 11385,40.700472,-73.90651
5207,GLATT ALA CARTE,5123 18 AVENUE Brooklyn 11204,40.627043,-73.982257
5208,CHIPOTLE MEXICAN GRILL,2 BROADWAY Manhattan 10004,40.704455,-74.013257
5209,BIRIYANI HOUSE,43-45 43 STREET Queens 11104,40.744305,-73.921313
5210,JOSEPHINE'S PIZZA,13204 CROSS BAY BOULEVARD Queens 11417,40.67674,-73.843852
5211,BURGER KING,179-08 HILLSIDE AVENUE Queens 11432,40.712525,-73.784164
5212,DIABLO ROYALE,189 WEST 10 STREET Manhattan 10014,40.734208,-74.003284
5214,BZ GRILL,27-02 ASTORIA BOULEVARD Queens 11102,40.770935,-73.921321
5216,BELLEROSE FAMOUS PIZZA,79-09 MAIN STREET Queens 11367,40.717825,-73.817121
5254,BACI & ABBRACCI,204 GRAND STREET Brooklyn 11211,40.714105,-73.960337
5218,CAFE DANIELLOS PIZZERIA RESTAURANT,1072 2 AVENUE Manhattan 10022,40.758794,-73.967213
5220,HAI CHENG RESTAURANT,108 ST NICHOLAS AVENUE Manhattan 10026,40.802602,-73.952595
5221,MINI - MART,3835 RICHMOND AVENUE Staten Island 10312,40.544629,-74.16547
5222,LA FLOR DEL PARAISO FRANCY RESTAURANT #4,80-29 JAMAICA AVENUE Queens 11421,40.692253,-73.861307
5223,FLORIDITA RESTAURAN UPTOWN,4162 BROADWAY Manhattan 10033,40.847227,-73.938143
5224,SAZON PEREZ RESTAURANT,417 SOUTH    4 STREET Brooklyn 11211,40.707749,-73.95157
5226,DOMINO'S PIZZA,95-28 QUEENS BOULEVARD Queens 11374,40.730377,-73.863674
5227,TAIM,222 WAVERLY PLACE Manhattan 10014,40.735768,-74.001751
5228,BURGER KING,474 7 AVENUE Manhattan 10018,40.752084,-73.989847
5229,BURGER KING,226 EAST   86 STREET Manhattan 10028,40.778329,-73.952808
5230,STADIUM PIZZA BAR RESTAURANT,113-115 EAST  157 STREET The Bronx 10451,40.82717,-73.930684
5231,VIRGIN ATLANTIC CLUB HOUSE,0 JFK INTERNATIONAL AIRPORT Queens 11430,40.654589,-73.793189
5232,MEXICANA DELI GROCERY,339 EAST  204 STREET The Bronx 10467,40.872245,-73.877881
5233,MINI PICANTERIA EL GUAYAQUILENO RESTAURANT,94-54 CORONA AVENUE Queens 11373,40.742206,-73.86858
5234,BARBUTO,775 WASHINGTON STREET Manhattan 10014,40.7377,-74.008194
5235,GIARDINO D' ORO,5 GOLD STREET Manhattan 10038,40.707384,-74.007226
5237,LE PAIN QUOTIDIEN,60 WEST   65 STREET Manhattan 10023,40.77266,-73.981298
5238,WOGIES,39 GREENWICH AVENUE Manhattan 10014,40.735467,-74.000445
5239,CASTRO'S RESTAURANT,511 MYRTLE AVENUE Brooklyn 11205,40.69363,-73.964371
5240,DUNKIN DONUTS,110 WEST  145 STREET Manhattan 10039,40.820788,-73.937062
5242,PRET A MANGER,1350 6 AVENUE Manhattan 10019,40.762784,-73.978325
5244,THE SPOTTED PIG,314 WEST 11 STREET Manhattan 10014,40.735725,-74.006792
5245,GOTHAM CITY LOUNGE,1293 MYRTLE AVENUE Brooklyn 11221,40.697947,-73.926595
5248,DUNKIN' DONUTS,203 AVENUE U Brooklyn 11223,40.596625,-73.976508
5249,DUNKIN' DONUTS,1510 ELM AVENUE Brooklyn 11230,40.617914,-73.959745
5250,CHEZ MACOULE RESTAURANT,1115 ROGERS AVENUE Brooklyn 11226,40.642644,-73.951623
5253,Market Cafe,425 LEXINGTON AVENUE Manhattan 10017,40.75275,-73.975116
5257,KABU BAR & LOUNGE,85-09 NORTHERN BOULEVARD Queens 11372,40.755907,-73.882505
5255,DUNKIN' DONUTS,1391 MADISON AVENUE Manhattan 10029,40.78767,-73.953848
5256,BROTHERS PIZZA RESTAURANT,647 4 AVENUE Brooklyn 11232,40.663489,-73.994779
2135,BILLY'S SPORT BAR RESTAURANT & LOUNGE,856 RIVER AVENUE The Bronx 10451,40.827668,-73.926035
5270,BARMASA / MASA,10 COLUMBUS CIRCLE Manhattan 10019,40.768178,-73.982338
5278,TARALLUCCI E VINO,15 EAST 18 STREET Manhattan 10003,40.738037,-73.990731
5281,STONE ROSE LOUNGE,10 COLUMBUS CIRCLE Manhattan 10019,40.768178,-73.982338
5298,OVIDIO'S BAR,6419 39 AVENUE Queens 11377,40.746246,-73.899035
5299,COMMON GROUND,206 AVENUE A Manhattan 10009,40.729551,-73.980988
5306,BITE,211 EAST 14 STREET Manhattan 10003,40.731969,-73.988987
5277,DEJA VU LOUNGE & BAR,180-25 LINDEN BOULEVARD Queens 11434,40.692201,-73.766305
5261,BLUE NILE RESTAURANT,621 FLATBUSH AVENUE Brooklyn 11225,40.658209,-73.960448
5262,EL VALLE RESTAURANT,2448 JEROME AVENUE The Bronx 10468,40.862564,-73.901225
5263,GENIO'S TRATTORIA,1805 EDISON AVENUE The Bronx 10461,40.847052,-73.832374
5264,JOE'S PIZZA,483 5 AVENUE Brooklyn 11215,40.667786,-73.987452
5267,PINO'S LA FORCHETTA,181 7 AVENUE Brooklyn 11215,40.671312,-73.977889
5268,BOGOTA LATIN BISTRO,141 5 AVENUE Brooklyn 11217,40.67831,-73.979177
5271,GOURMET TO GO,141 DREISER LOOP The Bronx 10475,40.875807,-73.82889
5272,REYES RESTAURANT,47-54 46 STREET Queens 11377,40.74,-73.91933
5273,RICHIE'S PLACE,169-02 HILLSIDE AVENUE Queens 11432,40.710713,-73.7929
5274,LOS RANCHEROS,162-10 JAMAICA AVENUE Queens 11432,40.7044,-73.797388
5275,BROOKLYN NATIONAL DELI,           JFK AIRPORT Queens 11430,40.654589,-73.793189
5276,SUBWAY,4006 BOSTON ROAD The Bronx 10475,40.884252,-73.833285
5301,FARMER SPORTS & SOCIAL CLUB,115-05 FARMERS BOULEVARD Queens 11412,40.695772,-73.761593
5279,RUMOURS,933 8 AVENUE Manhattan 10019,40.765455,-73.988867
5280,STARBUCKS COFFEE (@ The Marriott),1535 BROADWAY Manhattan 10036,40.758352,-73.985498
5282,BECCOFINO,5704 MOSHOLU AVENUE The Bronx 10471,40.905512,-73.900416
5284,STARBUCKS COFFEE,90-15 QUEENS BOULEVARD Queens 11373,40.733886,-73.870992
5285,STARBUCKS COFFEE #3438,607 BRIGHTON BEACH AVE Brooklyn 11235,40.577686,-73.961122
5286,PARISCIEN BAKERY,99-21 NORTHERN BOULEVARD Queens 11368,40.757359,-73.868663
5287,WEBSTER HALAL FOOD,2771 WEBSTER AVENUE The Bronx 10458,40.865966,-73.885979
5289,JOEY'S PIZZERIA,6907 GRAND AVENUE Queens 11378,40.726106,-73.895037
5290,CANTOR FITZGERALD,110 EAST 59 STREET Manhattan 10022,40.758794,-73.967213
5291,SUBWAY,72-64 METROPOLITAN AVENUE Queens 11379,40.712714,-73.879476
5292,H.Q. LOUNGE,1609 NOSTRAND AVENUE Brooklyn 11226,40.646835,-73.949139
5293,ALICE'S PALACE,3148 FULTON STREET Brooklyn 11208,40.68178,-73.878752
5295,BLUESPOON COFFEE,76 CHAMBERS STREET Manhattan 10007,40.714414,-74.006836
5296,EXPRESS PIZZA AND DELI,90-46      161 STREET Queens 11432,40.705275,-73.799298
5300,MCDONALD'S,5404 MYRTLE AVENUE Queens 11385,40.699742,-73.909544
5305,S & A WEST INDIAN RESTAURANT,103-06 LIBERTY AVENUE Queens 11417,40.681758,-73.837579
5302,NEW HEIGHTS BAR AND RESTAURANT,137 SCHENECTADY AVE Brooklyn 11213,40.674521,-73.933372
5303,SOTHEBY'S CAFE,1334 YORK AVENUE Manhattan 10021,40.766522,-73.953989
5304,ELEGANTE PASTRY SHOP,165 AVENUE U Brooklyn 11223,40.596442,-73.978158
5307,MORRIS YACHT & BEACH CLUB,25 CITY ISLAND AVENUE The Bronx 10464,40.83839,-73.783191
5309,CROWN FRIED CHICKEN,1476 PITKIN AVENUE Brooklyn 11212,40.668432,-73.919225
5311,TASTY DELI,775 4 AVENUE Brooklyn 11232,40.659557,-73.998868
5312,TENZAN CUISINE,285 COLUMBUS AVENUE Manhattan 10023,40.777908,-73.978435
5313,WATERFALLS ITALIAN CUISINE,2016 VICTORY BOULEVARD Staten Island 10314,40.612543,-74.130762
5314,QUIZNOS SUBS,2310 JACKSON AVENUE Queens 11101,40.745958,-73.945258
5315,JOO MAK GOL KOREAN RESTAURANT,35-26 FARRINGTON STREET Queens 11354,40.763763,-73.8315
5316,JANEYDI BAKERY,524 MORRIS AVENUE The Bronx 10451,40.817234,-73.922836
5317,XPRESSIONS,3601 BOSTON ROAD The Bronx 10466,40.879277,-73.842979
5318,AFRICA KINE RESTAURANT,256 WEST  116 STREET Manhattan 10026,40.804281,-73.955027
5260,EL REY DE COPAS RESTAURANT & BAR,2712 WHITE PLAINS ROAD The Bronx 10467,40.866007,-73.867379
2486,BARNES & NOBLE BOOKSELLERS,290 BAYCHESTER AVENUE The Bronx 10475,40.865617,-73.830232
5330,NINTH STREET ESPRESSO,700 EAST 9 STREET Manhattan 10009,40.727235,-73.978411
5347,BARBOUNIA,250 PARK AVENUE SOUTH Manhattan 10003,40.736955,-73.988787
5348,TELEPAN,7274 WEST 69 STREET Manhattan 10023,40.77542,-73.980077
5351,AROMA,36 EAST 4 STREET Manhattan 10003,40.727305,-73.992
5353,STARBUCKS COFFEE,80 DELANCEY ST Manhattan 10002,40.719177,-73.989949
5356,CARVEL ICE CREAM,5759 BROADWAY The Bronx 10463,40.881792,-73.907189
5358,LUCKY JACK'S,129 ORCHARD STREET Manhattan 10002,40.719811,-73.98936
5375,PIZZA BELLA,8130 BROADWAY Queens 11373,40.738576,-73.878172
5322,SAL'S RESTAURANT,810 FRANKLIN AVENUE Brooklyn 11225,40.669342,-73.958443
5324,REM & A RESTAURANT,371 EAST   98 STREET Brooklyn 11212,40.659136,-73.916396
5344,PANINI & CO,115 BROADWAY Manhattan 10006,40.708602,-74.011022
5326,MAMA'S PIZZERIA,941 AMSTERDAM AVENUE Manhattan 10025,40.800589,-73.96562
5327,HOTEL PIERRE-MAIN KITCHEN,2 EAST   61 STREET Manhattan 10065,40.764569,-73.96294
5328,HALLAL SANDWICH SHOP,25-61 STEINWAY STREET Queens 11103,40.766459,-73.912911
5331,ROCKMEISHA,11 BARROW STREET Manhattan 10014,40.73266,-74.002593
5333,THE FAMILY RESTAURANT,110-80 QUEENS BOULEVARD Queens 11375,40.71882,-73.838569
5334,EL COCOTERO,228 WEST 18 STREET Manhattan 10011,40.741591,-73.999132
5336,LA LIBERTAD RESTAURANT,96-19 LIBERTY AVENUE Queens 11417,40.680714,-73.842417
5337,KOONG WING RESTAURANT,6011 4 AVENUE Brooklyn 11220,40.640743,-74.018416
5338,BUSHBABY,1197 FULTON STREET Brooklyn 11216,40.680719,-73.953761
5339,BARBOSSA,234 ELIZABETH STREET Manhattan 10012,40.723119,-73.993969
5340,CENTRE PIZZA,25425 HORACE HARDING EXPRESS Queens 11362,40.76404,-73.7263
5341,TUK TUK,4906 VERNON BOULEVARD Queens 11101,40.743175,-73.95395
5342,MCDONALD'S,8520 20 AVENUE Brooklyn 11214,40.604936,-73.997916
5368,SPIN CITY CAFE & BILLARDS,43-12 50 STREET Queens 11377,40.74367,-73.914802
5345,JADE GARDEN,170-12 HILLSIDE AVENUE Queens 11432,40.71107,-73.791874
5346,UKUS CAFE,42-08 30 AVENUE Queens 11103,40.763107,-73.913323
5349,3 STAR JUICE CENTER,482 UTICA AVENUE Brooklyn 11203,40.661698,-73.931447
5350,BETEL PARTY SUPPLY BAKERY,74 SHERMAN AVENUE Manhattan 10040,40.863522,-73.926171
5354,"LA ESQUINA THE CORNER""""",106 KENMARE STREET Manhattan 10012,40.721453,-73.99739
5355,STILLWELL SOCCER SPORTS,1786 STILLWELL AVENUE Brooklyn 11223,40.602864,-73.986419
5357,PORT ROYAL JAMAICAN RESTAURANT,113-07 SUTPHIN BOULEVARD Queens 11435,40.686891,-73.794349
5359,MCDONALD'S,599 EAST TREMONT AVENUE The Bronx 10457,40.846437,-73.893512
5360,LURE FISHBAR,142 MERCER STREET Manhattan 10012,40.724736,-73.9985
5361,TACOS HERMANOS RODRIGUEZ MEXICAN RESTAURANT,89-04 ROOSEVELT AVENUE Queens 11372,40.7483,-73.877622
